Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
11/01/2021 17:00;6.68;9.37;4.45;36.94;81.19;#N/A;20.81;21.75;#N/A;31.27
11/01/2021 18:00;6.17;9.65;4.88;38.32;86.85;#N/A;21.82;21.40;#N/A;26.56
11/01/2021 19:00;6.51;10.19;4.95;44.66;92.33;#N/A;26.50;22.95;#N/A;27.62
11/01/2021 20:00;6.93;10.26;5.13;45.91;95.37;#N/A;27.42;22.48;#N/A;25.98
11/01/2021 21:00;6.54;9.73;4.69;40.30;86.76;#N/A;22.91;19.45;#N/A;24.26
11/01/2021 22:00;5.63;9.04;4.03;37.79;75.03;#N/A;20.55;17.82;#N/A;22.36
11/01/2021 23:00;4.21;8.46;3.67;30.37;68.91;#N/A;17.63;15.57;#N/A;23.41
12/01/2021 00:00;4.21;7.99;3.46;25.94;61.67;#N/A;15.52;12.97;#N/A;21.89
12/01/2021 01:00;3.78;7.93;3.01;25.38;56.57;#N/A;12.80;11.51;#N/A;20.17
12/01/2021 02:00;10.75;7.78;2.88;28.62;54.64;#N/A;12.11;10.66;#N/A;21.14
12/01/2021 03:00;4.42;7.81;2.76;28.48;54.39;#N/A;12.39;10.86;#N/A;20.77
12/01/2021 04:00;3.81;7.84;2.83;29.60;54.75;#N/A;12.51;11.38;#N/A;20.78
12/01/2021 05:00;4.22;8.20;3.16;32.51;57.81;#N/A;13.11;12.04;#N/A;20.91
12/01/2021 06:00;6.04;8.97;4.25;37.39;71.33;#N/A;18.23;16.21;#N/A;25.05
12/01/2021 07:00;8.40;10.52;5.07;42.60;98.17;#N/A;29.12;23.90;#N/A;28.84
12/01/2021 08:00;8.99;10.64;5.37;43.53;101.17;#N/A;28.13;27.00;#N/A;30.62
12/01/2021 09:00;9.13;10.27;5.20;45.29;100.08;#N/A;26.39;26.80;#N/A;31.06
12/01/2021 10:00;8.78;10.04;3.28;41.69;93.19;#N/A;25.77;26.10;#N/A;31.17
12/01/2021 11:00;7.62;9.67;4.39;46.26;89.83;#N/A;24.70;25.34;#N/A;30.54
12/01/2021 12:00;7.81;9.29;4.91;42.32;88.65;#N/A;23.26;25.84;#N/A;30.76
12/01/2021 13:00;8.67;9.54;4.37;40.42;89.30;#N/A;25.10;26.52;#N/A;30.58
12/01/2021 14:00;8.72;9.45;4.42;38.05;86.67;#N/A;22.29;26.34;#N/A;31.85
12/01/2021 15:00;#N/A;9.45;4.22;37.10;81.69;#N/A;20.76;#N/A;#N/A;28.54
12/01/2021 16:00;#N/A;9.17;4.01;34.91;79.89;#N/A;20.38;#N/A;#N/A;30.11
12/01/2021 17:00;#N/A;9.28;4.19;34.70;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 18:00;#N/A;9.89;4.81;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 19:00;#N/A;10.65;4.91;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 20:00;#N/A;11.05;4.92;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 21:00;#N/A;11.01;4.86;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 22:00;#N/A;#N/A;3.87;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/01/2021 23:00;#N/A;#N/A;3.45;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/01/2021 00:00;#N/A;#N/A;3.28;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/01/2021 01:00;#N/A;#N/A;3.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/01/2021 02:00;#N/A;#N/A;2.78;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/01/2021 03:00;#N/A;#N/A;2.75;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/01/2021 04:00;4.18;9.75;2.78;#N/A;#N/A;#N/A;#N/A;20.08;#N/A;#N/A
13/01/2021 05:00;5.27;8.07;3.04;#N/A;#N/A;#N/A;#N/A;12.06;#N/A;#N/A
13/01/2021 06:00;6.01;8.98;4.15;#N/A;78.41;#N/A;#N/A;16.30;#N/A;#N/A
13/01/2021 07:00;9.81;10.52;5.25;#N/A;99.63;#N/A;#N/A;24.40;#N/A;#N/A
13/01/2021 08:00;9.77;10.76;5.18;43.97;103.20;#N/A;24.89;28.09;#N/A;29.43
13/01/2021 09:00;9.32;10.44;5.09;40.35;98.36;#N/A;26.16;26.90;#N/A;29.76
13/01/2021 10:00;8.99;10.47;4.62;44.87;92.96;#N/A;26.41;26.24;#N/A;32.63
13/01/2021 11:00;8.60;9.95;4.25;43.39;87.42;#N/A;23.58;25.85;#N/A;31.29
13/01/2021 12:00;8.32;9.79;4.49;41.64;87.35;#N/A;22.82;24.39;#N/A;29.81
13/01/2021 13:00;8.02;9.72;4.64;41.64;87.84;#N/A;24.78;24.34;#N/A;30.29
13/01/2021 14:00;8.14;9.92;4.29;37.34;84.85;#N/A;22.70;22.74;#N/A;31.80
13/01/2021 15:00;8.18;9.50;4.31;37.22;81.27;#N/A;20.42;21.54;#N/A;28.56
13/01/2021 16:00;7.02;10.01;3.97;37.98;79.97;#N/A;21.32;21.47;#N/A;28.15
13/01/2021 17:00;7.37;9.72;4.37;38.91;82.80;#N/A;21.77;20.77;#N/A;27.15
13/01/2021 18:00;7.52;9.61;4.65;42.53;86.55;#N/A;23.65;22.70;#N/A;27.32
13/01/2021 19:00;7.42;10.40;5.13;46.46;91.66;#N/A;28.07;24.22;#N/A;26.64
13/01/2021 20:00;7.75;10.11;4.91;43.59;94.65;#N/A;27.06;21.35;#N/A;26.26
13/01/2021 21:00;6.04;9.89;4.56;37.71;85.51;#N/A;23.02;19.90;#N/A;25.13
13/01/2021 22:00;4.75;8.93;4.04;33.53;74.71;#N/A;19.37;18.08;#N/A;24.56
13/01/2021 23:00;4.46;8.65;3.46;30.09;70.91;#N/A;17.88;16.05;#N/A;22.47
14/01/2021 00:00;4.40;8.07;3.26;30.20;61.02;#N/A;14.70;13.58;#N/A;21.16
14/01/2021 01:00;4.90;7.85;3.11;29.97;56.18;#N/A;12.66;11.47;#N/A;21.47
14/01/2021 02:00;4.28;7.78;2.72;29.34;54.33;#N/A;11.84;10.28;#N/A;19.15
14/01/2021 03:00;4.01;7.75;2.67;29.76;54.11;#N/A;12.49;10.50;#N/A;19.62
14/01/2021 04:00;3.88;7.83;2.80;25.31;54.73;#N/A;12.05;10.77;#N/A;20.63
14/01/2021 05:00;2.75;8.06;3.17;25.75;57.26;#N/A;12.75;11.44;#N/A;20.69
14/01/2021 06:00;4.19;9.13;4.16;34.30;71.00;#N/A;18.71;15.81;#N/A;24.04
14/01/2021 07:00;8.81;10.62;5.42;47.88;97.97;#N/A;28.49;24.18;#N/A;29.00
14/01/2021 08:00;8.87;10.91;5.33;47.02;102.00;#N/A;28.52;26.26;#N/A;30.43
14/01/2021 09:00;8.61;9.76;4.95;47.47;97.51;#N/A;27.66;25.53;#N/A;31.48
14/01/2021 10:00;8.00;10.08;4.69;43.19;93.33;#N/A;25.05;25.98;#N/A;32.84
14/01/2021 11:00;8.60;9.31;4.48;39.05;87.14;#N/A;23.76;24.57;#N/A;31.10
14/01/2021 12:00;8.08;9.53;4.50;40.03;87.78;#N/A;23.41;25.16;#N/A;31.68
14/01/2021 13:00;8.86;9.71;4.61;40.52;88.37;#N/A;24.88;24.27;#N/A;31.29
14/01/2021 14:00;9.21;9.99;4.48;41.00;85.47;#N/A;22.53;23.18;#N/A;30.79
14/01/2021 15:00;9.25;9.56;4.20;38.77;81.54;#N/A;21.05;21.56;#N/A;29.53
14/01/2021 16:00;7.49;9.24;3.92;38.66;80.36;#N/A;20.25;21.08;#N/A;30.01
14/01/2021 17:00;6.84;9.63;4.09;36.95;81.64;#N/A;21.91;22.48;#N/A;29.89
14/01/2021 18:00;6.75;10.04;4.71;39.66;88.85;#N/A;23.61;23.76;#N/A;28.10
14/01/2021 19:00;7.01;10.27;4.93;42.07;93.79;#N/A;26.09;22.59;#N/A;28.27
14/01/2021 20:00;7.33;10.26;4.77;45.07;95.63;#N/A;26.13;22.39;#N/A;27.34
14/01/2021 21:00;6.47;9.69;4.47;38.45;86.01;#N/A;22.96;19.68;#N/A;25.53
14/01/2021 22:00;3.90;9.01;3.97;35.32;75.28;#N/A;20.54;17.91;#N/A;24.18
14/01/2021 23:00;3.36;8.49;3.52;36.58;69.79;#N/A;18.78;15.83;#N/A;21.73
15/01/2021 00:00;3.06;8.06;3.24;31.17;60.98;#N/A;15.04;13.45;#N/A;20.51
15/01/2021 01:00;4.02;7.89;3.01;26.18;55.97;#N/A;12.38;11.43;#N/A;18.94
15/01/2021 02:00;4.30;7.93;2.76;24.68;54.54;#N/A;12.32;11.13;#N/A;19.53
15/01/2021 03:00;4.97;7.81;2.74;27.18;54.29;#N/A;12.44;10.89;#N/A;20.21
15/01/2021 04:00;4.73;7.84;2.84;29.21;54.84;#N/A;11.66;10.42;#N/A;20.60
15/01/2021 05:00;4.68;8.16;3.08;30.23;57.74;#N/A;12.73;11.98;#N/A;20.71
15/01/2021 06:00;6.13;9.16;4.20;37.49;71.19;#N/A;17.65;16.49;#N/A;25.57
15/01/2021 07:00;9.29;10.42;5.31;46.22;97.66;#N/A;28.44;23.95;#N/A;29.64
15/01/2021 08:00;8.94;10.39;4.94;44.12;102.77;#N/A;30.61;28.13;#N/A;30.71
15/01/2021 09:00;9.60;10.26;4.79;43.04;98.35;#N/A;28.40;28.22;#N/A;32.92
15/01/2021 10:00;9.02;9.52;4.64;41.48;91.54;#N/A;27.47;26.87;#N/A;31.56
15/01/2021 11:00;7.97;9.23;4.41;39.16;87.46;#N/A;24.85;25.35;#N/A;32.43
15/01/2021 12:00;7.86;9.46;4.19;42.93;88.99;#N/A;24.27;26.91;#N/A;31.33
15/01/2021 13:00;8.31;10.10;4.50;39.99;88.89;#N/A;22.83;25.89;#N/A;28.71
15/01/2021 14:00;9.18;9.76;4.39;43.44;86.00;#N/A;23.51;23.91;#N/A;29.60
15/01/2021 15:00;9.53;9.87;4.27;37.52;82.12;#N/A;21.43;22.50;#N/A;28.49
15/01/2021 16:00;9.21;9.58;4.21;35.58;81.45;#N/A;21.08;21.18;#N/A;29.48
15/01/2021 17:00;9.18;9.11;4.25;38.53;80.51;#N/A;21.80;20.89;#N/A;29.01
15/01/2021 18:00;6.67;9.93;4.65;40.16;85.06;#N/A;23.10;22.55;#N/A;24.65
15/01/2021 19:00;7.09;9.88;4.70;43.02;90.33;#N/A;24.21;22.76;#N/A;26.85
15/01/2021 20:00;7.33;9.94;4.62;44.28;90.86;#N/A;25.17;20.57;#N/A;26.27
15/01/2021 21:00;6.50;9.70;4.35;40.82;82.64;#N/A;21.15;19.29;#N/A;26.77
15/01/2021 22:00;5.83;9.14;4.06;33.18;74.00;#N/A;20.26;17.58;#N/A;23.21
15/01/2021 23:00;5.12;8.72;3.49;29.07;68.80;#N/A;18.18;15.48;#N/A;22.84
16/01/2021 00:00;4.69;8.21;3.22;27.14;62.49;#N/A;15.25;13.25;#N/A;21.41
16/01/2021 01:00;4.28;7.94;3.03;29.01;57.57;#N/A;12.52;12.04;#N/A;20.65
16/01/2021 02:00;5.08;7.82;2.79;29.38;55.11;#N/A;10.00;11.02;#N/A;20.06
16/01/2021 03:00;3.51;7.84;2.69;28.37;54.34;#N/A;#N/A;10.42;#N/A;19.67
16/01/2021 04:00;3.12;8.04;2.79;28.31;54.61;#N/A;#N/A;11.43;#N/A;21.08
16/01/2021 05:00;3.19;8.32;2.87;25.32;56.28;#N/A;8.92;11.11;#N/A;20.23
16/01/2021 06:00;4.35;8.40;3.48;27.36;61.88;#N/A;14.36;12.81;#N/A;22.15
16/01/2021 07:00;6.40;9.68;4.22;34.41;77.14;#N/A;19.59;17.91;#N/A;24.95
16/01/2021 08:00;7.85;10.84;5.24;47.78;96.21;#N/A;26.51;24.37;#N/A;27.40
16/01/2021 09:00;8.56;11.30;6.10;54.95;109.09;#N/A;31.58;29.36;#N/A;28.84
16/01/2021 10:00;8.80;11.15;5.87;50.88;105.47;#N/A;30.17;28.87;#N/A;28.68
16/01/2021 11:00;8.80;10.14;5.50;44.80;100.24;#N/A;28.85;25.21;#N/A;28.09
16/01/2021 12:00;7.99;10.76;5.29;44.61;95.01;#N/A;26.82;23.61;#N/A;28.56
16/01/2021 13:00;7.94;10.53;4.99;41.45;97.07;#N/A;25.18;#N/A;#N/A;28.65
16/01/2021 14:00;#N/A;10.46;4.93;#N/A;91.73;#N/A;25.43;#N/A;#N/A;#N/A
16/01/2021 15:00;#N/A;10.36;4.53;#N/A;87.02;#N/A;24.00;#N/A;#N/A;#N/A
16/01/2021 16:00;#N/A;10.18;4.40;#N/A;84.91;#N/A;19.67;#N/A;#N/A;#N/A
16/01/2021 17:00;#N/A;#N/A;4.43;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 18:00;#N/A;#N/A;4.59;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 19:00;#N/A;#N/A;4.99;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 20:00;#N/A;#N/A;4.49;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 21:00;#N/A;#N/A;4.25;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 22:00;#N/A;#N/A;3.99;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2021 23:00;#N/A;#N/A;3.57;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 00:00;#N/A;#N/A;3.30;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 01:00;#N/A;#N/A;3.10;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 02:00;#N/A;#N/A;2.93;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 03:00;#N/A;#N/A;2.69;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 04:00;#N/A;#N/A;2.76;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 05:00;#N/A;#N/A;2.90;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 06:00;#N/A;#N/A;3.03;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 07:00;#N/A;#N/A;3.69;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 08:00;#N/A;#N/A;4.72;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 09:00;#N/A;#N/A;5.63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 10:00;#N/A;#N/A;5.99;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 11:00;#N/A;#N/A;5.80;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 12:00;#N/A;#N/A;5.82;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 13:00;#N/A;#N/A;5.57;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 14:00;#N/A;#N/A;5.07;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 15:00;#N/A;#N/A;4.95;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 16:00;#N/A;#N/A;4.65;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 17:00;#N/A;#N/A;4.85;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 18:00;#N/A;#N/A;5.14;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 19:00;#N/A;#N/A;5.18;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 20:00;#N/A;#N/A;5.20;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 21:00;#N/A;#N/A;4.74;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 22:00;#N/A;#N/A;3.65;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2021 23:00;#N/A;#N/A;3.60;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 00:00;#N/A;#N/A;3.16;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 01:00;#N/A;#N/A;3.00;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 02:00;#N/A;#N/A;2.75;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 03:00;#N/A;#N/A;2.78;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 04:00;#N/A;#N/A;2.83;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 05:00;#N/A;#N/A;3.08;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 06:00;#N/A;#N/A;4.16;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 07:00;#N/A;#N/A;5.05;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 08:00;#N/A;#N/A;5.24;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 09:00;#N/A;#N/A;4.87;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 10:00;#N/A;#N/A;4.57;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 11:00;#N/A;#N/A;4.67;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 12:00;#N/A;#N/A;4.75;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 13:00;#N/A;#N/A;4.40;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 14:00;#N/A;#N/A;4.70;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/01/2021 15:00;#N/A;#N/A;4.14;#N/A;#N/A;#N/A;#N/A;21.79;#N/A;#N/A
18/01/2021 16:00;6.52;9.89;4.10;25.66;81.48;#N/A;17.08;21.72;#N/A;28.80
18/01/2021 17:00;6.73;9.55;4.42;40.07;83.06;#N/A;22.60;22.00;#N/A;27.68
18/01/2021 18:00;6.48;9.96;4.41;41.15;87.08;#N/A;24.65;22.77;#N/A;26.83
18/01/2021 19:00;8.22;10.67;5.06;44.09;94.76;#N/A;25.94;23.98;#N/A;27.22
18/01/2021 20:00;9.22;10.44;5.20;43.13;95.35;#N/A;27.95;23.35;#N/A;26.33
18/01/2021 21:00;7.40;10.06;4.69;37.16;85.70;#N/A;22.44;21.07;#N/A;26.17
18/01/2021 22:00;5.89;9.29;3.72;34.81;75.74;#N/A;19.09;17.77;#N/A;24.70
18/01/2021 23:00;5.01;8.79;3.39;30.49;70.43;#N/A;17.42;16.53;#N/A;22.73
19/01/2021 00:00;4.26;8.35;3.04;30.48;61.72;#N/A;14.71;12.79;#N/A;21.68
19/01/2021 01:00;4.43;8.09;2.91;30.73;57.17;#N/A;13.22;11.42;#N/A;19.13
19/01/2021 02:00;11.20;7.99;2.89;29.14;55.46;#N/A;12.27;10.69;#N/A;20.73
19/01/2021 03:00;4.41;8.07;2.72;30.37;55.11;#N/A;11.61;10.49;#N/A;21.02
19/01/2021 04:00;3.20;8.06;2.78;29.06;55.43;#N/A;11.71;11.05;#N/A;22.28
19/01/2021 05:00;3.10;8.49;3.03;25.81;58.82;#N/A;13.28;12.41;#N/A;20.61
19/01/2021 06:00;4.37;9.30;4.00;34.18;72.07;#N/A;17.13;15.93;#N/A;23.41
19/01/2021 07:00;8.23;10.91;5.50;43.22;99.16;#N/A;28.39;23.79;#N/A;27.96
19/01/2021 08:00;8.79;10.90;5.00;47.26;101.34;#N/A;28.63;27.64;#N/A;30.48
19/01/2021 09:00;8.63;10.78;4.69;47.48;98.74;#N/A;27.71;27.90;#N/A;32.80
19/01/2021 10:00;8.34;10.30;4.67;44.55;92.66;#N/A;25.15;27.64;#N/A;31.91
19/01/2021 11:00;8.80;10.41;4.74;41.23;88.66;#N/A;23.73;26.23;#N/A;31.83
19/01/2021 12:00;8.69;10.11;4.37;38.96;88.44;#N/A;22.87;26.34;#N/A;32.66
19/01/2021 13:00;9.19;10.13;4.44;40.76;89.58;#N/A;24.59;26.00;#N/A;29.75
19/01/2021 14:00;9.08;9.94;4.60;37.00;85.45;#N/A;24.72;24.61;#N/A;31.18
19/01/2021 15:00;8.70;9.97;4.02;37.73;80.96;#N/A;22.28;21.49;#N/A;33.37
19/01/2021 16:00;7.91;9.58;4.08;38.10;80.44;#N/A;21.07;21.28;#N/A;32.64
19/01/2021 17:00;6.88;9.65;4.53;42.81;80.92;#N/A;21.47;21.47;#N/A;28.65
19/01/2021 18:00;6.56;10.34;4.64;41.65;86.34;#N/A;23.03;21.45;#N/A;27.02
19/01/2021 19:00;7.16;10.85;4.96;42.04;92.30;#N/A;25.18;23.91;#N/A;28.12
19/01/2021 20:00;6.92;10.75;4.96;43.69;93.37;#N/A;26.48;23.66;#N/A;27.81
19/01/2021 21:00;4.75;10.21;4.72;37.70;84.02;#N/A;23.98;20.77;#N/A;26.04
19/01/2021 22:00;3.68;9.36;3.92;36.37;76.16;#N/A;21.32;18.53;#N/A;24.73
19/01/2021 23:00;3.60;8.88;3.58;33.77;69.15;#N/A;18.46;16.09;#N/A;22.63
20/01/2021 00:00;3.40;8.40;3.25;30.14;60.67;#N/A;14.42;12.83;#N/A;20.67
20/01/2021 01:00;4.15;8.23;3.12;27.49;56.09;#N/A;13.03;11.59;#N/A;20.44
20/01/2021 02:00;4.59;8.03;2.86;25.70;54.92;#N/A;12.36;10.62;#N/A;20.91
20/01/2021 03:00;6.88;8.33;2.78;23.60;54.48;#N/A;12.24;10.54;#N/A;19.78
20/01/2021 04:00;6.95;8.29;2.86;25.34;54.22;#N/A;13.32;10.45;#N/A;21.14
20/01/2021 05:00;5.76;8.38;3.05;31.26;57.47;#N/A;13.08;11.62;#N/A;19.38
20/01/2021 06:00;7.00;9.34;4.14;37.36;71.58;#N/A;17.83;15.63;#N/A;24.62
20/01/2021 07:00;10.10;10.68;5.36;46.30;97.07;#N/A;28.92;23.45;#N/A;27.66
20/01/2021 08:00;#N/A;10.77;5.01;47.50;100.02;#N/A;29.31;27.82;#N/A;31.01
20/01/2021 09:00;10.20;10.15;4.87;41.44;96.23;#N/A;26.37;27.08;#N/A;30.48
20/01/2021 10:00;9.65;10.08;4.59;41.62;89.52;#N/A;26.28;25.21;#N/A;30.70
20/01/2021 11:00;9.27;10.10;4.15;37.81;85.20;#N/A;23.47;25.43;#N/A;30.38
20/01/2021 12:00;9.03;10.02;4.49;38.25;87.20;#N/A;23.33;25.03;#N/A;28.60
20/01/2021 13:00;9.88;10.08;4.50;37.61;87.91;#N/A;24.82;23.76;#N/A;28.77
20/01/2021 14:00;10.54;10.11;4.21;38.99;85.07;#N/A;21.85;23.20;#N/A;30.14
20/01/2021 15:00;9.97;9.54;3.95;41.03;81.39;#N/A;21.02;21.56;#N/A;28.29
20/01/2021 16:00;7.46;9.56;4.11;36.10;81.10;#N/A;22.51;19.58;#N/A;28.72
20/01/2021 17:00;7.92;9.56;4.32;39.88;81.19;#N/A;22.11;20.08;#N/A;28.52
20/01/2021 18:00;7.83;9.97;4.90;42.32;87.01;#N/A;23.79;22.24;#N/A;25.88
20/01/2021 19:00;8.59;10.43;4.94;41.08;91.88;#N/A;26.12;23.75;#N/A;28.61
20/01/2021 20:00;8.28;10.65;5.08;40.68;95.19;#N/A;28.08;21.94;#N/A;26.18
20/01/2021 21:00;7.80;9.78;4.69;37.78;86.79;#N/A;24.13;19.38;#N/A;24.00
20/01/2021 22:00;6.65;8.87;3.98;35.61;77.22;#N/A;20.90;16.75;#N/A;23.56
20/01/2021 23:00;5.69;8.93;3.50;32.10;70.95;#N/A;17.86;15.46;#N/A;22.01
21/01/2021 00:00;5.53;8.18;3.35;29.33;62.67;#N/A;14.22;13.33;#N/A;18.91
21/01/2021 01:00;5.28;7.98;3.04;28.52;57.65;#N/A;13.05;11.03;#N/A;19.26
21/01/2021 02:00;4.54;8.05;2.83;25.41;56.87;#N/A;11.92;9.99;#N/A;21.31
21/01/2021 03:00;3.88;8.25;2.73;23.59;56.61;#N/A;11.82;10.16;#N/A;20.15
21/01/2021 04:00;2.71;8.32;2.79;24.17;55.76;#N/A;#N/A;10.32;#N/A;20.64
21/01/2021 05:00;4.02;8.37;3.11;30.46;59.05;#N/A;13.04;11.34;#N/A;21.57
21/01/2021 06:00;5.45;9.24;4.10;37.64;73.45;#N/A;19.57;15.32;#N/A;24.97
21/01/2021 07:00;10.30;10.60;5.32;44.31;99.58;#N/A;28.87;23.12;#N/A;28.96
21/01/2021 08:00;9.32;10.69;4.91;47.58;101.40;#N/A;27.93;26.19;#N/A;29.11
21/01/2021 09:00;9.66;10.45;4.89;44.51;99.27;#N/A;26.68;27.37;#N/A;29.96
21/01/2021 10:00;9.22;10.27;4.61;41.19;92.90;#N/A;23.80;26.27;#N/A;29.91
21/01/2021 11:00;9.45;9.98;4.53;34.82;87.87;#N/A;22.52;24.17;#N/A;29.65
21/01/2021 12:00;8.81;9.74;4.58;39.61;88.62;#N/A;22.89;23.56;#N/A;30.85
21/01/2021 13:00;9.38;9.78;4.56;43.21;89.95;#N/A;23.79;24.33;#N/A;30.75
21/01/2021 14:00;9.14;9.86;4.20;39.22;86.54;#N/A;23.27;24.26;#N/A;30.52
21/01/2021 15:00;#N/A;9.41;4.29;40.50;82.27;#N/A;21.28;21.26;#N/A;28.52
21/01/2021 16:00;#N/A;9.28;4.06;24.86;80.42;#N/A;22.71;24.13;#N/A;29.08
21/01/2021 17:00;#N/A;#N/A;4.50;#N/A;#N/A;#N/A;24.31;24.43;#N/A;28.50
21/01/2021 18:00;#N/A;#N/A;4.73;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/01/2021 19:00;#N/A;#N/A;4.57;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/01/2021 20:00;#N/A;#N/A;4.84;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/01/2021 21:00;#N/A;#N/A;4.66;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/01/2021 22:00;#N/A;#N/A;3.70;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/01/2021 23:00;#N/A;#N/A;3.60;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/01/2021 00:00;#N/A;8.83;3.34;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/01/2021 01:00;#N/A;8.02;2.99;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/01/2021 02:00;#N/A;7.89;2.85;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/01/2021 03:00;#N/A;7.91;2.77;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/01/2021 04:00;3.95;7.93;2.86;#N/A;61.71;#N/A;16.54;12.04;#N/A;23.71
